Age,Gender,Occupation,Country,Stress_Level,Sleep_Hours,Work_Hours,Physical_Activity_Hours,Social_Media_Usage,Diet_Quality,Smoking_Habit,Alcohol_Consumption,split
26,Non-binary,IT,Germany,High,7.7,63,5,5.9,Average,Occasional Smoker,Social Drinker,test
44,Prefer not to say,Finance,Germany,Low,9.5,66,10,3.2,Healthy,Regular Smoker,Non-Drinker,test
33,Female,Education,Australia,High,6.1,79,9,4.2,Unhealthy,Heavy Smoker,Social Drinker,test
61,Prefer not to say,Healthcare,Other,Low,9.2,51,9,4.6,Healthy,Occasional Smoker,Non-Drinker,test
21,Male,Engineering,UK,High,5.9,40,5,4.3,Unhealthy,Regular Smoker,Social Drinker,test
46,Male,Finance,UK,High,6.9,75,7,3.9,Unhealthy,Heavy Smoker,Social Drinker,test
50,Non-binary,Sales,Germany,Low,10.0,42,7,5.7,Unhealthy,Non-Smoker,Non-Drinker,test
26,Female,Sales,Other,High,4.6,65,2,5.5,Healthy,Heavy Smoker,Regular Drinker,test
51,Female,Other,Canada,Low,8.9,52,9,2.5,Healthy,Regular Smoker,Social Drinker,test
47,Prefer not to say,Education,USA,High,6.4,66,4,4.2,Unhealthy,Occasional Smoker,Non-Drinker,test
38,Female,Finance,Australia,High,8.6,70,1,3.9,Unhealthy,Occasional Smoker,Regular Drinker,test
33,Female,Finance,Germany,Low,8.0,41,10,1.1,Unhealthy,Non-Smoker,Non-Drinker,test
28,Female,Sales,Germany,High,9.6,61,1,4.6,Average,Regular Smoker,Social Drinker,test
59,Male,Other,USA,High,5.3,48,5,5.9,Unhealthy,Regular Smoker,Heavy Drinker,test
53,Female,Education,Australia,High,4.6,72,8,0.8,Unhealthy,Regular Smoker,Social Drinker,test
53,Male,Other,USA,High,6.7,77,3,5.6,Healthy,Non-Smoker,Heavy Drinker,test
41,Male,Engineering,Germany,Low,7.1,55,6,1.2,Average,Non-Smoker,Non-Drinker,test
54,Male,IT,Germany,High,7.4,68,0,0.7,Unhealthy,Occasional Smoker,Regular Drinker,test
47,Female,IT,USA,High,9.6,75,1,5.2,Average,Occasional Smoker,Social Drinker,test
50,Non-binary,Healthcare,Germany,Medium,7.3,56,5,4.6,Healthy,Non-Smoker,Heavy Drinker,test
62,Male,IT,Australia,High,5.9,79,6,4.8,Unhealthy,Occasional Smoker,Heavy Drinker,test
28,Non-binary,IT,India,High,4.7,65,2,2.1,Unhealthy,Regular Smoker,Regular Drinker,test
26,Non-binary,Finance,USA,High,5.4,50,0,1.0,Average,Heavy Smoker,Regular Drinker,test
50,Prefer not to say,Education,Germany,Medium,5.4,52,0,2.3,Average,Non-Smoker,Social Drinker,test
53,Male,Sales,Canada,Medium,9.3,35,0,3.6,Healthy,Heavy Smoker,Heavy Drinker,test
23,Prefer not to say,Healthcare,UK,Low,7.6,37,4,1.4,Healthy,Non-Smoker,Social Drinker,test
61,Female,Education,Germany,Low,8.1,35,4,1.7,Healthy,Non-Smoker,Heavy Drinker,test
63,Female,IT,Germany,Medium,4.6,48,4,3.5,Healthy,Non-Smoker,Heavy Drinker,test
34,Non-binary,Engineering,Germany,High,7.0,33,2,3.1,Average,Regular Smoker,Regular Drinker,test
26,Female,Education,Canada,High,5.2,57,10,5.1,Unhealthy,Heavy Smoker,Social Drinker,test
26,Female,Healthcare,India,Medium,7.1,40,0,3.6,Average,Regular Smoker,Non-Drinker,test
41,Prefer not to say,Engineering,Australia,High,5.7,55,0,2.9,Average,Regular Smoker,Social Drinker,test
49,Female,Finance,UK,Medium,5.7,32,9,5.9,Average,Non-Smoker,Regular Drinker,test
30,Female,Finance,India,High,4.4,43,2,1.7,Unhealthy,Heavy Smoker,Heavy Drinker,test
62,Female,Other,India,High,5.7,75,0,5.6,Unhealthy,Regular Smoker,Social Drinker,test
41,Male,Engineering,UK,High,4.5,50,1,5.4,Average,Heavy Smoker,Regular Drinker,test
42,Non-binary,Education,Other,Low,4.2,31,7,1.4,Healthy,Non-Smoker,Regular Drinker,test
53,Non-binary,Other,USA,Medium,6.1,67,5,1.7,Healthy,Heavy Smoker,Social Drinker,test
18,Non-binary,Finance,Germany,High,5.5,64,1,0.9,Unhealthy,Regular Smoker,Non-Drinker,test
18,Female,Engineering,Germany,Low,9.5,42,9,1.4,Average,Occasional Smoker,Non-Drinker,test
30,Male,Other,UK,Low,8.2,39,8,0.7,Healthy,Non-Smoker,Regular Drinker,test
63,Male,Finance,Other,Low,4.6,66,7,1.3,Healthy,Non-Smoker,Social Drinker,test
64,Male,Other,UK,Medium,4.4,44,8,4.0,Healthy,Heavy Smoker,Regular Drinker,test
65,Non-binary,Healthcare,Australia,High,9.7,77,3,1.0,Average,Regular Smoker,Heavy Drinker,test
50,Male,Sales,Australia,Medium,4.3,72,6,2.2,Healthy,Non-Smoker,Heavy Drinker,test
40,Female,Engineering,Other,Low,5.5,44,9,2.1,Healthy,Non-Smoker,Regular Drinker,test
24,Prefer not to say,Engineering,USA,Low,8.8,41,7,0.8,Healthy,Heavy Smoker,Heavy Drinker,test
26,Male,Sales,Germany,Low,8.3,47,6,3.3,Healthy,Occasional Smoker,Social Drinker,test
61,Male,Other,Germany,Low,9.4,40,10,5.4,Healthy,Non-Smoker,Non-Drinker,test
57,Non-binary,Other,India,Medium,7.2,46,2,6.0,Healthy,Occasional Smoker,Social Drinker,test
56,Non-binary,Education,Canada,High,4.0,72,2,4.1,Healthy,Regular Smoker,Social Drinker,test
37,Male,Sales,Australia,Low,9.6,44,9,1.5,Healthy,Occasional Smoker,Regular Drinker,test
65,Female,Education,UK,High,8.9,74,6,4.3,Unhealthy,Heavy Smoker,Non-Drinker,test
33,Female,IT,UK,Low,8.4,48,4,1.1,Healthy,Non-Smoker,Social Drinker,test
65,Female,Finance,Australia,High,9.5,65,3,3.0,Unhealthy,Heavy Smoker,Heavy Drinker,test
65,Female,IT,Canada,High,5.3,64,8,4.6,Average,Non-Smoker,Regular Drinker,test
43,Prefer not to say,IT,Canada,Medium,9.8,61,0,3.9,Average,Heavy Smoker,Non-Drinker,test
28,Non-binary,Engineering,Other,High,5.7,35,0,3.0,Healthy,Regular Smoker,Regular Drinker,test
41,Female,Other,USA,High,6.7,73,10,5.3,Average,Heavy Smoker,Regular Drinker,test
55,Female,Engineering,UK,High,4.0,40,0,5.5,Unhealthy,Non-Smoker,Social Drinker,test
56,Non-binary,Healthcare,Other,Medium,4.7,80,9,4.8,Healthy,Non-Smoker,Social Drinker,test
18,Non-binary,Healthcare,Canada,Low,8.3,37,5,2.5,Healthy,Non-Smoker,Non-Drinker,test
44,Male,Healthcare,Other,Medium,5.3,56,7,3.7,Healthy,Regular Smoker,Social Drinker,test
49,Non-binary,Engineering,Canada,High,4.8,70,7,4.5,Average,Regular Smoker,Non-Drinker,test
51,Non-binary,Other,Other,High,4.1,41,2,4.7,Unhealthy,Heavy Smoker,Heavy Drinker,test
19,Prefer not to say,Finance,Australia,High,7.3,66,6,2.7,Average,Occasional Smoker,Heavy Drinker,test
50,Female,Other,India,Medium,7.5,64,5,1.4,Healthy,Occasional Smoker,Heavy Drinker,test
26,Prefer not to say,IT,USA,High,6.5,80,9,5.1,Unhealthy,Heavy Smoker,Regular Drinker,test
44,Non-binary,Sales,Germany,Low,8.5,52,10,2.2,Healthy,Non-Smoker,Non-Drinker,test
55,Female,Other,Germany,High,5.7,77,3,2.9,Unhealthy,Heavy Smoker,Heavy Drinker,test
42,Female,Engineering,Canada,Medium,9.7,67,2,3.5,Unhealthy,Non-Smoker,Non-Drinker,test
18,Prefer not to say,IT,Canada,High,6.2,55,8,4.5,Average,Heavy Smoker,Regular Drinker,test
26,Non-binary,IT,USA,Low,6.7,41,5,1.3,Healthy,Non-Smoker,Heavy Drinker,test
45,Prefer not to say,Healthcare,Other,High,4.5,71,9,4.0,Average,Heavy Smoker,Heavy Drinker,test
36,Male,IT,India,High,5.5,49,5,5.3,Healthy,Occasional Smoker,Regular Drinker,test
47,Male,Sales,USA,Low,6.6,52,0,1.0,Healthy,Occasional Smoker,Non-Drinker,test
38,Female,Other,UK,Low,8.1,51,5,3.5,Average,Non-Smoker,Social Drinker,test
60,Female,Education,Germany,High,6.8,60,0,4.9,Average,Heavy Smoker,Social Drinker,test
24,Prefer not to say,Healthcare,Australia,Low,7.7,60,9,1.4,Healthy,Regular Smoker,Non-Drinker,test
53,Prefer not to say,Finance,Australia,High,9.2,69,10,3.3,Unhealthy,Heavy Smoker,Heavy Drinker,test
29,Non-binary,Engineering,Germany,Low,8.4,33,1,3.0,Healthy,Non-Smoker,Non-Drinker,test
25,Prefer not to say,Engineering,USA,Medium,5.2,80,4,3.9,Healthy,Non-Smoker,Social Drinker,test
41,Female,Finance,Germany,Low,5.7,33,7,1.1,Healthy,Non-Smoker,Non-Drinker,test
24,Female,Sales,Germany,Low,9.8,43,10,3.0,Unhealthy,Non-Smoker,Non-Drinker,test
64,Female,Finance,USA,High,4.2,66,10,4.2,Healthy,Regular Smoker,Heavy Drinker,test
42,Male,Other,Germany,Low,7.3,59,7,3.5,Healthy,Occasional Smoker,Social Drinker,test
61,Non-binary,Healthcare,Canada,Medium,4.9,47,9,1.9,Average,Occasional Smoker,Regular Drinker,test
60,Male,Finance,UK,High,7.0,55,2,0.5,Average,Heavy Smoker,Regular Drinker,test
52,Male,Healthcare,UK,Medium,9.0,73,4,1.8,Average,Regular Smoker,Social Drinker,test
41,Male,Education,Australia,Medium,6.0,51,0,5.9,Healthy,Non-Smoker,Social Drinker,test
34,Prefer not to say,Education,USA,Low,6.5,33,7,3.7,Healthy,Heavy Smoker,Non-Drinker,test
61,Male,Finance,India,Low,7.0,33,10,1.9,Average,Regular Smoker,Social Drinker,test
42,Prefer not to say,Finance,Australia,Medium,9.5,67,5,1.8,Healthy,Heavy Smoker,Regular Drinker,test
52,Female,IT,USA,Medium,8.0,49,5,4.2,Average,Heavy Smoker,Non-Drinker,test
32,Non-binary,Healthcare,Other,High,4.4,43,2,2.5,Average,Heavy Smoker,Regular Drinker,test
46,Non-binary,Healthcare,Germany,High,9.9,71,5,5.8,Unhealthy,Regular Smoker,Social Drinker,test
24,Male,Healthcare,Germany,Medium,9.8,64,5,1.5,Unhealthy,Regular Smoker,Non-Drinker,test
29,Prefer not to say,Finance,USA,High,6.6,40,10,4.3,Unhealthy,Regular Smoker,Regular Drinker,test
55,Female,Finance,Other,Medium,6.9,74,2,1.0,Average,Non-Smoker,Social Drinker,test
43,Female,IT,USA,Low,6.8,61,8,1.0,Healthy,Heavy Smoker,Social Drinker,test
28,Female,IT,Australia,Low,6.2,33,9,2.2,Unhealthy,Non-Smoker,Non-Drinker,test
26,Female,Sales,Australia,High,4.8,43,5,4.4,Unhealthy,Regular Smoker,Regular Drinker,test
19,Male,Healthcare,USA,Medium,8.3,48,3,4.9,Average,Non-Smoker,Social Drinker,test
23,Male,IT,Germany,Low,6.2,44,9,1.6,Average,Non-Smoker,Heavy Drinker,test
30,Male,Finance,Australia,High,6.5,52,6,4.4,Average,Heavy Smoker,Social Drinker,test
37,Male,Sales,Germany,High,5.2,75,6,5.6,Average,Regular Smoker,Social Drinker,test
24,Prefer not to say,Other,USA,High,5.7,38,2,1.0,Unhealthy,Regular Smoker,Heavy Drinker,test
57,Female,IT,Germany,High,7.1,64,4,3.8,Healthy,Regular Smoker,Regular Drinker,test
43,Prefer not to say,Finance,Canada,Medium,8.3,46,1,4.9,Average,Occasional Smoker,Social Drinker,test
54,Prefer not to say,Sales,India,High,8.7,43,1,4.2,Average,Regular Smoker,Regular Drinker,test
61,Non-binary,Sales,Canada,High,6.0,75,7,3.0,Average,Regular Smoker,Regular Drinker,test
53,Prefer not to say,Finance,India,High,5.5,72,3,2.1,Average,Heavy Smoker,Non-Drinker,test
58,Female,Engineering,Australia,Medium,9.8,71,9,3.8,Unhealthy,Regular Smoker,Non-Drinker,test
24,Male,IT,USA,Low,6.1,48,9,3.1,Average,Non-Smoker,Social Drinker,test
59,Male,Sales,UK,Low,6.5,46,8,5.3,Healthy,Occasional Smoker,Non-Drinker,test
51,Male,Healthcare,India,Medium,7.1,45,1,3.2,Average,Non-Smoker,Heavy Drinker,test
39,Prefer not to say,Healthcare,Australia,High,6.6,68,5,5.9,Unhealthy,Heavy Smoker,Social Drinker,test
21,Prefer not to say,Healthcare,USA,High,6.9,66,0,4.6,Unhealthy,Non-Smoker,Social Drinker,test
33,Non-binary,IT,Canada,Low,9.7,63,1,3.1,Healthy,Non-Smoker,Non-Drinker,test
25,Prefer not to say,IT,UK,Medium,9.8,74,7,5.0,Unhealthy,Occasional Smoker,Non-Drinker,test
32,Male,IT,Australia,High,4.5,80,9,4.0,Unhealthy,Heavy Smoker,Social Drinker,test
44,Female,Sales,Australia,Medium,4.7,76,5,2.0,Healthy,Occasional Smoker,Social Drinker,test
28,Prefer not to say,Education,Germany,High,5.8,59,1,5.0,Average,Heavy Smoker,Non-Drinker,test
19,Prefer not to say,Finance,Canada,Low,9.9,67,6,1.7,Average,Occasional Smoker,Non-Drinker,test
45,Male,Engineering,Germany,Medium,4.5,30,6,1.7,Unhealthy,Occasional Smoker,Social Drinker,test
38,Male,Education,India,Medium,6.3,46,8,4.8,Average,Occasional Smoker,Regular Drinker,test
63,Prefer not to say,Healthcare,UK,Medium,7.3,32,4,0.9,Average,Heavy Smoker,Heavy Drinker,test
56,Prefer not to say,Other,UK,High,4.4,36,5,4.4,Unhealthy,Occasional Smoker,Social Drinker,test
29,Prefer not to say,Education,Australia,Medium,9.7,68,1,2.1,Average,Heavy Smoker,Non-Drinker,test
65,Female,Sales,UK,High,4.9,60,1,1.8,Average,Heavy Smoker,Regular Drinker,test
42,Non-binary,Healthcare,Germany,Low,9.6,40,4,1.9,Healthy,Occasional Smoker,Heavy Drinker,test
30,Male,Engineering,UK,Medium,8.4,42,3,1.7,Unhealthy,Occasional Smoker,Heavy Drinker,test
49,Prefer not to say,IT,Other,High,4.5,80,1,3.4,Unhealthy,Heavy Smoker,Social Drinker,test
24,Non-binary,Other,Germany,Medium,4.8,55,8,5.5,Healthy,Non-Smoker,Regular Drinker,test
23,Female,Healthcare,UK,Medium,6.9,59,5,1.5,Average,Occasional Smoker,Regular Drinker,test
60,Male,IT,Germany,High,7.8,75,0,0.5,Unhealthy,Heavy Smoker,Regular Drinker,test
32,Male,Other,India,High,4.4,47,3,4.6,Healthy,Non-Smoker,Regular Drinker,test
23,Female,Healthcare,USA,High,5.1,47,5,2.4,Unhealthy,Heavy Smoker,Heavy Drinker,test
27,Female,Engineering,Germany,High,9.3,43,3,4.6,Average,Heavy Smoker,Heavy Drinker,test
53,Male,Education,Germany,High,7.1,76,4,3.8,Healthy,Regular Smoker,Heavy Drinker,test
60,Male,Engineering,Australia,High,4.6,48,1,4.3,Healthy,Regular Smoker,Non-Drinker,test
53,Male,Engineering,Canada,Low,5.4,31,5,0.6,Average,Non-Smoker,Social Drinker,test
30,Male,Sales,Canada,Medium,7.9,73,7,4.6,Unhealthy,Non-Smoker,Non-Drinker,test
40,Female,Sales,UK,Medium,8.4,34,2,5.3,Average,Non-Smoker,Regular Drinker,test
30,Non-binary,Education,Canada,Medium,7.0,79,5,0.6,Average,Non-Smoker,Heavy Drinker,test
58,Female,Other,UK,Medium,9.0,68,4,2.8,Healthy,Regular Smoker,Social Drinker,test
62,Male,Healthcare,India,Low,6.7,62,1,3.2,Healthy,Non-Smoker,Non-Drinker,test
22,Non-binary,Healthcare,India,High,5.5,63,10,3.4,Healthy,Regular Smoker,Regular Drinker,test
43,Female,Sales,India,High,5.6,52,3,5.6,Average,Non-Smoker,Regular Drinker,test
53,Non-binary,IT,USA,Medium,4.1,31,4,0.7,Average,Occasional Smoker,Heavy Drinker,test
25,Non-binary,Other,Germany,High,6.8,76,0,3.0,Unhealthy,Occasional Smoker,Heavy Drinker,test
64,Prefer not to say,Other,Australia,High,4.7,69,2,2.8,Healthy,Heavy Smoker,Social Drinker,test
20,Male,IT,Australia,Medium,6.8,80,8,0.7,Healthy,Regular Smoker,Regular Drinker,test
24,Female,Other,Australia,High,5.4,62,10,5.4,Healthy,Regular Smoker,Regular Drinker,test
38,Non-binary,Other,USA,High,6.5,70,7,3.1,Unhealthy,Heavy Smoker,Heavy Drinker,test
54,Female,Other,India,Low,6.2,36,4,2.1,Average,Non-Smoker,Social Drinker,test
39,Non-binary,Healthcare,USA,High,6.5,47,8,5.9,Average,Regular Smoker,Heavy Drinker,test
45,Non-binary,IT,USA,High,7.6,74,5,4.7,Unhealthy,Regular Smoker,Regular Drinker,test
54,Female,Engineering,Australia,Low,8.2,39,2,4.7,Healthy,Non-Smoker,Non-Drinker,test
38,Female,Education,UK,Low,4.8,51,10,1.5,Healthy,Non-Smoker,Social Drinker,test
48,Prefer not to say,IT,UK,High,5.2,60,0,3.0,Average,Non-Smoker,Regular Drinker,test
18,Female,Sales,UK,Low,5.5,38,10,3.7,Healthy,Non-Smoker,Social Drinker,test
37,Prefer not to say,Finance,Australia,High,8.1,48,4,3.8,Unhealthy,Heavy Smoker,Regular Drinker,test
48,Prefer not to say,Other,Germany,Medium,6.2,70,7,4.3,Unhealthy,Non-Smoker,Non-Drinker,test
60,Female,Other,India,Medium,4.7,33,7,1.2,Average,Regular Smoker,Regular Drinker,test
58,Male,Other,Australia,Medium,9.9,69,1,1.4,Healthy,Occasional Smoker,Regular Drinker,test
26,Female,Finance,Other,High,7.6,54,4,5.6,Unhealthy,Heavy Smoker,Non-Drinker,test
42,Prefer not to say,Sales,Canada,Medium,5.6,43,0,3.6,Unhealthy,Non-Smoker,Non-Drinker,test
63,Non-binary,IT,Canada,High,8.7,60,9,5.0,Unhealthy,Regular Smoker,Regular Drinker,test
44,Male,Other,Canada,High,5.5,63,4,0.8,Unhealthy,Heavy Smoker,Non-Drinker,test
38,Non-binary,Healthcare,Other,Low,4.5,34,7,0.8,Healthy,Occasional Smoker,Social Drinker,test
49,Non-binary,Sales,Other,Medium,4.3,55,10,3.7,Average,Non-Smoker,Heavy Drinker,test
36,Non-binary,Finance,Other,Low,6.2,54,9,4.3,Healthy,Non-Smoker,Social Drinker,test
58,Male,Sales,Australia,Medium,6.1,72,9,2.7,Healthy,Heavy Smoker,Social Drinker,test
52,Female,Sales,UK,Low,8.0,31,10,1.9,Healthy,Occasional Smoker,Non-Drinker,test
62,Female,Other,Canada,Medium,10.0,40,0,5.1,Unhealthy,Occasional Smoker,Non-Drinker,test
48,Non-binary,Education,Canada,Medium,6.9,77,2,2.1,Healthy,Regular Smoker,Non-Drinker,test
27,Prefer not to say,Finance,Canada,High,6.8,77,0,5.7,Unhealthy,Non-Smoker,Social Drinker,test
61,Female,Sales,UK,Medium,7.5,31,7,5.7,Unhealthy,Non-Smoker,Heavy Drinker,test
26,Male,Education,USA,High,5.0,75,10,2.2,Unhealthy,Occasional Smoker,Heavy Drinker,test
22,Female,Sales,Canada,High,9.3,71,0,5.8,Unhealthy,Regular Smoker,Regular Drinker,test
37,Male,Other,India,High,5.9,80,1,0.8,Average,Heavy Smoker,Non-Drinker,test
18,Prefer not to say,Education,Canada,High,8.9,70,6,4.7,Average,Heavy Smoker,Social Drinker,test
51,Prefer not to say,Education,Other,Medium,9.6,39,2,2.8,Unhealthy,Non-Smoker,Regular Drinker,test
62,Female,Engineering,Canada,Low,6.1,56,4,2.9,Healthy,Non-Smoker,Social Drinker,test
38,Non-binary,Finance,Canada,Low,8.4,77,4,4.4,Healthy,Non-Smoker,Non-Drinker,test
38,Prefer not to say,IT,India,High,7.1,51,3,2.8,Average,Heavy Smoker,Social Drinker,test
28,Non-binary,Other,Germany,High,7.4,46,8,4.4,Unhealthy,Regular Smoker,Regular Drinker,test
34,Prefer not to say,Engineering,India,Medium,7.1,54,1,2.2,Average,Non-Smoker,Heavy Drinker,test
19,Female,Healthcare,UK,Low,9.2,72,8,1.8,Unhealthy,Non-Smoker,Social Drinker,test
31,Prefer not to say,Finance,Germany,Low,9.8,39,8,3.2,Unhealthy,Non-Smoker,Non-Drinker,test
35,Male,Healthcare,India,High,5.4,61,5,3.7,Unhealthy,Non-Smoker,Heavy Drinker,test
45,Prefer not to say,IT,UK,High,5.2,56,4,3.3,Average,Regular Smoker,Regular Drinker,test
20,Non-binary,Engineering,India,Medium,6.2,51,9,5.3,Average,Non-Smoker,Heavy Drinker,test
31,Non-binary,Engineering,Germany,High,9.2,66,2,4.3,Healthy,Regular Smoker,Social Drinker,test
64,Female,Education,Other,Low,8.1,30,10,1.1,Average,Occasional Smoker,Heavy Drinker,test
65,Female,Other,Australia,Low,5.5,38,9,3.8,Healthy,Heavy Smoker,Non-Drinker,test
33,Female,IT,UK,High,5.6,80,0,2.6,Healthy,Non-Smoker,Heavy Drinker,test
44,Non-binary,Engineering,India,Medium,4.8,41,7,3.5,Average,Occasional Smoker,Heavy Drinker,test
62,Prefer not to say,Other,Other,Medium,6.9,63,7,1.7,Unhealthy,Non-Smoker,Regular Drinker,test
38,Male,Healthcare,Canada,Medium,6.7,63,9,1.6,Unhealthy,Regular Smoker,Non-Drinker,test
31,Prefer not to say,Other,Australia,Low,7.3,50,6,1.5,Healthy,Non-Smoker,Social Drinker,test
51,Female,IT,Australia,Low,9.9,37,6,4.2,Healthy,Occasional Smoker,Non-Drinker,test
60,Non-binary,Finance,Australia,High,5.4,79,8,3.8,Average,Regular Smoker,Regular Drinker,test
42,Male,Finance,Other,Medium,8.9,42,0,0.7,Average,Heavy Smoker,Heavy Drinker,test
40,Male,Finance,Australia,Low,4.3,56,7,2.4,Healthy,Non-Smoker,Social Drinker,test
37,Female,Healthcare,UK,High,4.4,33,0,5.2,Average,Occasional Smoker,Heavy Drinker,test
42,Prefer not to say,IT,USA,High,4.8,77,8,3.4,Average,Occasional Smoker,Regular Drinker,test
43,Prefer not to say,Finance,India,Low,9.7,32,10,4.6,Healthy,Occasional Smoker,Social Drinker,test
41,Male,Education,Canada,High,4.7,59,3,2.9,Unhealthy,Heavy Smoker,Heavy Drinker,test
45,Prefer not to say,Engineering,India,High,5.3,73,0,0.6,Unhealthy,Occasional Smoker,Social Drinker,test
21,Non-binary,Engineering,Canada,High,6.2,50,0,5.2,Unhealthy,Occasional Smoker,Regular Drinker,test
62,Prefer not to say,Finance,Other,Medium,5.8,78,8,0.9,Healthy,Regular Smoker,Social Drinker,test
47,Female,Healthcare,India,High,7.1,56,10,2.5,Unhealthy,Heavy Smoker,Heavy Drinker,test
28,Female,Other,Germany,Low,8.1,66,9,3.3,Healthy,Non-Smoker,Social Drinker,test
62,Non-binary,IT,India,High,4.3,72,1,5.7,Healthy,Regular Smoker,Social Drinker,test
41,Male,Finance,Australia,High,7.5,69,3,1.4,Healthy,Regular Smoker,Heavy Drinker,test
39,Prefer not to say,Finance,Germany,High,8.2,65,1,4.8,Unhealthy,Non-Smoker,Social Drinker,test
64,Prefer not to say,Healthcare,Germany,High,4.8,68,0,5.7,Unhealthy,Occasional Smoker,Regular Drinker,test
63,Female,Healthcare,USA,High,8.0,42,2,5.8,Unhealthy,Heavy Smoker,Heavy Drinker,test
29,Female,Engineering,Other,High,9.7,61,0,4.5,Unhealthy,Occasional Smoker,Heavy Drinker,test
36,Prefer not to say,Finance,Australia,High,6.0,58,0,2.9,Unhealthy,Heavy Smoker,Social Drinker,test
53,Male,IT,Germany,Medium,7.4,54,4,2.6,Unhealthy,Non-Smoker,Social Drinker,test
41,Female,Education,USA,High,4.4,47,1,4.3,Healthy,Heavy Smoker,Heavy Drinker,test
57,Non-binary,Sales,Germany,Low,9.6,49,10,1.1,Healthy,Regular Smoker,Social Drinker,test
37,Female,IT,UK,High,6.6,76,1,3.3,Unhealthy,Heavy Smoker,Heavy Drinker,test
24,Female,Education,Other,Low,8.0,34,9,5.4,Average,Non-Smoker,Heavy Drinker,test
39,Prefer not to say,IT,India,Low,8.3,70,7,1.7,Healthy,Occasional Smoker,Regular Drinker,test
53,Female,IT,USA,Medium,4.3,49,9,4.4,Healthy,Non-Smoker,Heavy Drinker,test
52,Female,Healthcare,UK,Low,8.5,78,9,2.7,Healthy,Non-Smoker,Social Drinker,test
59,Male,Finance,Canada,High,5.5,78,10,2.7,Unhealthy,Non-Smoker,Heavy Drinker,test
51,Female,Engineering,Canada,High,7.9,78,1,2.4,Unhealthy,Regular Smoker,Regular Drinker,test
44,Non-binary,Sales,India,High,6.8,76,4,4.0,Average,Occasional Smoker,Heavy Drinker,test
41,Non-binary,Sales,Canada,Low,8.5,40,5,1.0,Average,Non-Smoker,Heavy Drinker,test
59,Male,IT,Australia,Low,6.0,39,9,3.5,Healthy,Regular Smoker,Non-Drinker,test
57,Non-binary,Sales,Other,Medium,4.5,60,10,4.6,Average,Occasional Smoker,Non-Drinker,test
50,Male,Education,USA,Low,9.3,32,8,3.0,Healthy,Non-Smoker,Heavy Drinker,test
46,Male,Engineering,Australia,High,5.5,43,5,5.0,Unhealthy,Occasional Smoker,Heavy Drinker,test
43,Non-binary,Engineering,Other,High,4.0,80,4,2.9,Unhealthy,Regular Smoker,Heavy Drinker,test
51,Prefer not to say,Finance,USA,High,6.1,59,2,3.5,Unhealthy,Heavy Smoker,Non-Drinker,test
27,Male,Healthcare,Canada,Low,8.6,78,9,3.6,Healthy,Occasional Smoker,Non-Drinker,test
41,Female,Sales,Other,High,5.4,58,0,6.0,Unhealthy,Non-Smoker,Regular Drinker,test
29,Female,Healthcare,Germany,Low,7.6,66,10,2.3,Healthy,Heavy Smoker,Non-Drinker,test
40,Prefer not to say,Other,India,High,4.8,66,10,4.9,Healthy,Regular Smoker,Social Drinker,test
47,Male,Education,India,High,5.9,51,4,4.9,Unhealthy,Heavy Smoker,Heavy Drinker,test
60,Non-binary,Engineering,Other,High,5.7,31,5,5.2,Average,Heavy Smoker,Heavy Drinker,test
28,Female,Healthcare,India,High,5.7,64,0,1.2,Unhealthy,Heavy Smoker,Heavy Drinker,test
53,Female,IT,Germany,High,4.8,70,5,5.9,Average,Regular Smoker,Non-Drinker,test
18,Non-binary,Finance,UK,High,5.6,77,0,1.0,Unhealthy,Regular Smoker,Heavy Drinker,test
41,Non-binary,IT,India,Low,8.5,56,6,1.6,Healthy,Occasional Smoker,Non-Drinker,test
30,Female,Sales,Australia,Low,6.4,30,8,3.6,Average,Non-Smoker,Social Drinker,test
25,Male,Other,India,High,5.0,44,7,5.9,Average,Regular Smoker,Regular Drinker,test
21,Male,Sales,Germany,Medium,5.8,31,10,5.3,Healthy,Regular Smoker,Social Drinker,test
57,Prefer not to say,Healthcare,USA,Low,5.5,52,4,2.3,Healthy,Occasional Smoker,Non-Drinker,test
24,Female,Engineering,Other,Low,8.5,30,0,2.6,Healthy,Regular Smoker,Non-Drinker,test
24,Prefer not to say,Finance,India,High,4.8,79,3,5.5,Unhealthy,Heavy Smoker,Non-Drinker,test
41,Prefer not to say,Engineering,Germany,High,9.7,55,2,4.3,Unhealthy,Non-Smoker,Heavy Drinker,test
33,Non-binary,Engineering,Germany,High,7.8,72,10,5.0,Average,Regular Smoker,Social Drinker,test
29,Female,IT,UK,Medium,7.3,47,8,4.1,Unhealthy,Non-Smoker,Regular Drinker,test
63,Non-binary,Sales,USA,High,6.5,55,2,5.7,Unhealthy,Non-Smoker,Social Drinker,test
62,Female,Other,UK,High,6.4,72,0,1.8,Unhealthy,Heavy Smoker,Social Drinker,test
49,Non-binary,Healthcare,Australia,High,9.8,75,5,3.3,Average,Regular Smoker,Regular Drinker,test
46,Prefer not to say,Sales,Australia,Medium,5.2,38,7,4.7,Healthy,Regular Smoker,Social Drinker,test
51,Male,IT,Canada,High,8.1,67,4,5.7,Unhealthy,Regular Smoker,Social Drinker,test
43,Male,Sales,Canada,High,9.3,80,1,4.9,Unhealthy,Non-Smoker,Heavy Drinker,test
